 
Results Sensor2
08/14/2024 09:44:53
Time[s];Pressure[psi]
13.7;0.46
13.8;0.34
13.9;0.57
14.0;0.69
14.1;0.40
14.2;0.57
14.3;0.63
14.4;0.46
14.5;0.34
14.6;0.57
14.7;0.52
14.8;0.46
14.9;0.46
15.0;0.63
15.1;0.29
15.2;0.52
15.3;0.52
15.4;0.57
15.5;0.46
15.6;0.52
15.7;0.57
15.8;0.57
15.9;0.52
16.0;0.52
16.1;0.57
16.2;0.29
16.3;0.52
16.4;0.46
16.5;0.57
16.6;0.40
16.7;0.52
16.8;0.52
16.9;0.46
17.0;0.57
17.1;0.46
17.2;0.52
17.3;0.69
17.4;0.40
17.5;0.52
17.6;0.63
17.7;0.46
17.8;0.46
17.9;0.57
18.0;0.63
18.1;0.52
18.2;0.52
18.3;0.63
18.4;0.40
18.5;0.63
18.6;0.29
18.7;0.57
18.8;0.57
18.9;0.57
19.0;0.63
19.1;0.46
19.2;0.52
19.3;0.57
19.4;0.52
19.5;0.69
19.6;0.46
19.7;0.52
19.8;0.52
19.9;0.57
20.0;0.57
20.1;0.52
20.2;0.40
20.3;0.52
20.4;0.57
20.5;0.52
20.6;0.57
20.7;0.63
20.8;0.52
20.9;0.63
21.0;0.52
21.1;0.46
21.2;0.57
21.3;0.52
21.4;0.57
21.5;0.29
21.6;0.46
21.7;0.46
21.8;0.46
21.9;0.52
22.0;0.46
22.1;0.57
22.2;0.57
22.3;0.52
22.4;0.40
22.5;0.52
22.6;0.57
22.7;0.46
22.8;0.46
22.9;0.52
23.0;0.52
23.1;0.57
23.2;0.46
23.3;0.52
23.4;0.57
23.5;0.57
23.6;0.52
23.7;0.57
23.8;0.57
23.9;0.80
24.0;0.63
24.1;0.69
24.2;0.80
24.3;0.80
24.4;0.63
24.5;0.69
24.6;0.69
24.7;0.69
24.8;0.63
24.9;0.57
25.0;0.69
25.1;0.69
25.2;0.52
25.3;0.80
25.4;0.86
25.5;0.80
25.6;0.57
25.7;0.63
25.8;0.63
25.9;0.57
26.0;0.69
26.1;0.46
26.2;0.34
26.3;0.57
26.4;0.57
26.5;0.69
26.6;0.80
26.7;0.69
26.8;0.80
26.9;0.86
27.0;0.92
27.1;0.86
27.2;0.92
27.3;0.80
27.4;0.80
27.5;1.03
27.6;0.92
27.7;1.09
27.8;0.86
27.9;0.97
28.0;0.97
28.1;0.63
28.2;0.69
28.3;0.29
28.4;0.63
28.5;0.40
28.6;0.46
28.7;0.57
28.8;0.52
28.9;0.57
29.0;0.46
29.1;0.46
29.2;0.52
29.3;0.46
29.4;0.46
29.5;0.46
29.6;0.46
29.7;0.52
29.8;0.57
29.9;0.46
30.0;0.57
30.1;0.46
30.2;0.52
30.3;0.46
30.4;0.52
30.5;0.57
30.6;0.40
30.7;0.57
30.8;0.34
30.9;0.52
31.0;0.57
31.1;0.46
31.2;0.57
31.3;0.46
31.4;0.57
31.5;0.40
31.6;0.63
31.7;0.52
31.8;0.52
31.9;0.52
32.0;0.46
32.1;0.46
32.2;0.57
32.3;0.46
32.4;0.57
32.5;0.46
32.6;0.40
32.7;0.46
32.8;0.46
32.9;0.40
33.0;0.57
33.1;0.46
33.2;0.40
33.3;0.40
33.4;0.52
33.5;0.46
33.6;0.63
33.7;0.46
33.8;0.52
33.9;0.46
34.0;0.57
34.1;0.57
34.2;0.46
34.3;0.52
34.4;0.52
34.5;0.46
34.6;0.52
34.7;0.57
34.8;0.74
34.9;0.69
35.0;0.52
35.1;0.29
35.2;0.57
35.3;0.57
35.4;0.57
35.5;0.57
35.6;0.63
35.7;0.74
35.8;0.80
35.9;0.80
36.0;0.74
36.1;0.86
36.2;0.97
36.3;0.86
36.4;0.97
36.5;0.97
36.6;1.03
36.7;0.86
36.8;0.92
36.9;0.97
37.0;1.03
37.1;1.14
37.2;1.14
37.3;1.14
37.4;0.97
37.5;1.09
37.6;1.14
37.7;1.03
37.8;1.09
37.9;1.03
38.0;0.97
38.1;1.14
38.2;1.20
38.3;1.14
38.4;1.09
38.5;1.14
38.6;1.03
38.7;1.20
38.8;0.92
38.9;1.20
39.0;1.03
39.1;1.20
39.2;0.92
39.3;1.03
39.4;1.09
39.5;1.14
39.6;0.97
39.7;0.97
39.8;1.14
39.9;1.26
40.0;1.03
40.1;1.14
40.2;1.14
40.3;1.09
40.4;1.14
40.5;1.20
40.6;1.03
40.7;0.97
40.8;1.14
40.9;1.03
41.0;1.03
41.1;1.20
41.2;1.03
41.3;1.14
41.4;1.14
41.5;1.09
41.6;0.97
41.7;1.14
41.8;1.14
41.9;1.43
42.0;1.09
42.1;1.14
42.2;1.03
42.3;1.09
42.4;1.26
42.5;1.03
42.6;1.09
42.7;1.03
42.8;1.03
42.9;0.97
43.0;1.03
43.1;0.97
43.2;1.03
43.3;0.97
43.4;1.03
43.5;1.14
43.6;1.09
43.7;1.14
43.8;0.92
43.9;1.09
44.0;0.97
44.1;0.97
44.2;1.03
44.3;1.03
44.4;0.92
44.5;1.03
44.6;1.03
44.7;1.03
44.8;0.92
44.9;0.86
45.0;1.03
45.1;1.09
45.2;0.92
45.3;1.20
45.4;1.03
45.5;1.03
45.6;1.09
45.7;1.09
45.8;1.14
45.9;1.03
46.0;1.03
46.1;1.09
46.2;1.03
46.3;0.97
46.4;1.14
46.5;0.97
46.6;1.09
46.7;1.09
46.8;0.92
46.9;1.09
47.0;0.92
47.1;0.97
47.2;0.86
47.3;0.92
47.4;0.92
47.5;0.86
47.6;0.97
47.7;0.97
47.8;0.97
47.9;0.97
48.0;0.92
48.1;1.03
48.2;0.97
48.3;0.97
48.4;1.03
48.5;0.97
48.6;0.92
48.7;0.97
48.8;1.03
48.9;0.80
49.0;0.92
49.1;0.86
49.2;0.97
49.3;0.74
49.4;0.74
49.5;0.86
49.6;1.03
49.7;0.97
49.8;0.92
49.9;0.92
50.0;0.92
50.1;0.92
50.2;0.97
50.3;0.92
50.4;0.97
50.5;1.03
50.6;0.97
50.7;1.03
50.8;1.09
50.9;0.92
51.0;0.86
51.1;0.97
51.2;0.97
51.3;0.97
51.4;1.03
51.5;0.97
51.6;1.03
51.7;0.97
51.8;0.86
51.9;0.74
52.0;0.80
52.1;0.69
52.2;0.69
52.3;0.63
52.4;0.57
52.5;0.57
52.6;0.52
52.7;0.63
52.8;0.57
52.9;0.57
53.0;0.52
53.1;0.46
53.2;0.52
53.3;0.46
53.4;0.40
53.5;0.34
53.6;0.52
53.7;0.34
53.8;0.57
53.9;0.57
54.0;0.57
54.1;0.52
54.2;0.52
54.3;0.40
54.4;0.46
54.5;0.57
54.6;0.52
54.7;0.52
54.8;0.57
54.9;0.40
55.0;0.52
55.1;0.57
55.2;0.57
No Limits selected
